row_id,study,arxiv_id,year,benchmark,backbone,scale_band,n_agents,mechanism,acc_mas,acc_base,baseline_type,delta_acc,R_est,R_source,notes,pub_status,domain,split,sampling_method,n_items,eg_tier,attribution_flag
MB08,AFlow,2503.07459,2026,PubMedQA-hard,GPT-4o-mini,S6_closed,,workflow-search,18.7,16.3,best-single-agent,2.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB09,MedAgents,2503.07459,2026,MedMCQA-hard,GPT-4o-mini,S6_closed,,role+synthesis,22.0,24.3,best-single-agent,-2.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB10,MDAgents,2503.07459,2026,MedMCQA-hard,GPT-4o-mini,S6_closed,3,adaptive-collaboration,22.0,24.3,best-single-agent,-2.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB11,SPO,2503.07459,2026,MedMCQA-hard,GPT-4o-mini,S6_closed,,prompt-optimization,20.7,24.3,best-single-agent,-3.6,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB12,AFlow,2503.07459,2026,MedMCQA-hard,GPT-4o-mini,S6_closed,,workflow-search,28.0,24.3,best-single-agent,3.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB13,MedAgents,2503.07459,2026,MedBullets-hard,GPT-4o-mini,S6_closed,,role+synthesis,18.7,18.4,best-single-agent,0.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB14,MDAgents,2503.07459,2026,MedBullets-hard,GPT-4o-mini,S6_closed,3,adaptive-collaboration,14.2,18.4,best-single-agent,-4.2,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB15,SPO,2503.07459,2026,MedBullets-hard,GPT-4o-mini,S6_closed,,prompt-optimization,22.5,18.4,best-single-agent,4.1,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB16,AFlow,2503.07459,2026,MedBullets-hard,GPT-4o-mini,S6_closed,,workflow-search,16.9,18.4,best-single-agent,-1.5,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB17,MedAgents,2503.07459,2026,MMLU-hard,GPT-4o-mini,S6_closed,,role+synthesis,24.2,29.7,best-single-agent,-5.5,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB18,MDAgents,2503.07459,2026,MMLU-hard,GPT-4o-mini,S6_closed,3,adaptive-collaboration,20.5,29.7,best-single-agent,-9.2,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB19,SPO,2503.07459,2026,MMLU-hard,GPT-4o-mini,S6_closed,,prompt-optimization,22.4,29.7,best-single-agent,-7.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB20,AFlow,2503.07459,2026,MMLU-hard,GPT-4o-mini,S6_closed,,workflow-search,25.6,29.7,best-single-agent,-4.1,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB21,MedAgents,2503.07459,2026,MMLU-Pro-hard,GPT-4o-mini,S6_closed,,role+synthesis,31.3,36.0,best-single-agent,-4.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB22,MDAgents,2503.07459,2026,MMLU-Pro-hard,GPT-4o-mini,S6_closed,3,adaptive-collaboration,32.0,36.0,best-single-agent,-4.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB23,SPO,2503.07459,2026,MMLU-Pro-hard,GPT-4o-mini,S6_closed,,prompt-optimization,32.0,36.0,best-single-agent,-4.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB24,AFlow,2503.07459,2026,MMLU-Pro-hard,GPT-4o-mini,S6_closed,,workflow-search,28.7,36.0,best-single-agent,-7.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB25,MedAgents,2503.07459,2026,MedExQA-hard,GPT-4o-mini,S6_closed,,role+synthesis,12.0,16.3,best-single-agent,-4.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB26,MDAgents,2503.07459,2026,MedExQA-hard,GPT-4o-mini,S6_closed,3,adaptive-collaboration,12.3,16.3,best-single-agent,-4.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB27,SPO,2503.07459,2026,MedExQA-hard,GPT-4o-mini,S6_closed,,prompt-optimization,15.0,16.3,best-single-agent,-1.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB28,AFlow,2503.07459,2026,MedExQA-hard,GPT-4o-mini,S6_closed,,workflow-search,10.0,16.3,best-single-agent,-6.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB29,MedAgents,2503.07459,2026,MedXpert-R-hard,GPT-4o-mini,S6_closed,,role+synthesis,7.7,9.0,best-single-agent,-1.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB30,MDAgents,2503.07459,2026,MedXpert-R-hard,GPT-4o-mini,S6_closed,3,adaptive-collaboration,5.3,9.0,best-single-agent,-3.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB31,SPO,2503.07459,2026,MedXpert-R-hard,GPT-4o-mini,S6_closed,,prompt-optimization,11.7,9.0,best-single-agent,2.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB32,AFlow,2503.07459,2026,MedXpert-R-hard,GPT-4o-mini,S6_closed,,workflow-search,10.7,9.0,best-single-agent,1.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB33,MedAgents,2503.07459,2026,MedXpert-U-hard,GPT-4o-mini,S6_closed,,role+synthesis,10.7,14.0,best-single-agent,-3.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB34,MDAgents,2503.07459,2026,MedXpert-U-hard,GPT-4o-mini,S6_closed,3,adaptive-collaboration,7.0,14.0,best-single-agent,-7.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB35,SPO,2503.07459,2026,MedXpert-U-hard,GPT-4o-mini,S6_closed,,prompt-optimization,13.3,14.0,best-single-agent,-0.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB36,AFlow,2503.07459,2026,MedXpert-U-hard,GPT-4o-mini,S6_closed,,workflow-search,10.3,14.0,best-single-agent,-3.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB37,MedAgents,2503.07459,2026,MedQA-hard,GPT-4o,S6_closed,,role+synthesis,43.0,45.3,best-single-agent,-2.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB38,MDAgents,2503.07459,2026,MedQA-hard,GPT-4o,S6_closed,3,adaptive-collaboration,37.3,45.3,best-single-agent,-8.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB39,SPO,2503.07459,2026,MedQA-hard,GPT-4o,S6_closed,,prompt-optimization,32.0,45.3,best-single-agent,-13.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB40,AFlow,2503.07459,2026,MedQA-hard,GPT-4o,S6_closed,,workflow-search,47.0,45.3,best-single-agent,1.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB41,MedAgents,2503.07459,2026,PubMedQA-hard,GPT-4o,S6_closed,,role+synthesis,17.7,17.3,best-single-agent,0.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB42,MDAgents,2503.07459,2026,PubMedQA-hard,GPT-4o,S6_closed,3,adaptive-collaboration,20.7,17.3,best-single-agent,3.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB43,SPO,2503.07459,2026,PubMedQA-hard,GPT-4o,S6_closed,,prompt-optimization,31.3,17.3,best-single-agent,14.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB44,AFlow,2503.07459,2026,PubMedQA-hard,GPT-4o,S6_closed,,workflow-search,23.3,17.3,best-single-agent,6.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB45,MedAgents,2503.07459,2026,MedMCQA-hard,GPT-4o,S6_closed,,role+synthesis,30.3,32.7,best-single-agent,-2.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB46,MDAgents,2503.07459,2026,MedMCQA-hard,GPT-4o,S6_closed,3,adaptive-collaboration,27.2,32.7,best-single-agent,-5.5,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB47,SPO,2503.07459,2026,MedMCQA-hard,GPT-4o,S6_closed,,prompt-optimization,30.0,32.7,best-single-agent,-2.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB48,AFlow,2503.07459,2026,MedMCQA-hard,GPT-4o,S6_closed,,workflow-search,31.3,32.7,best-single-agent,-1.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB49,MedAgents,2503.07459,2026,MedBullets-hard,GPT-4o,S6_closed,,role+synthesis,29.6,34.5,best-single-agent,-4.9,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB50,MDAgents,2503.07459,2026,MedBullets-hard,GPT-4o,S6_closed,3,adaptive-collaboration,19.9,34.5,best-single-agent,-14.6,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB51,SPO,2503.07459,2026,MedBullets-hard,GPT-4o,S6_closed,,prompt-optimization,28.8,34.5,best-single-agent,-5.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB52,AFlow,2503.07459,2026,MedBullets-hard,GPT-4o,S6_closed,,workflow-search,36.0,34.5,best-single-agent,1.5,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB53,MedAgents,2503.07459,2026,MMLU-hard,GPT-4o,S6_closed,,role+synthesis,29.2,36.1,best-single-agent,-6.9,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB54,MDAgents,2503.07459,2026,MMLU-hard,GPT-4o,S6_closed,3,adaptive-collaboration,28.8,36.1,best-single-agent,-7.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB55,SPO,2503.07459,2026,MMLU-hard,GPT-4o,S6_closed,,prompt-optimization,34.7,36.1,best-single-agent,-1.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB56,AFlow,2503.07459,2026,MMLU-hard,GPT-4o,S6_closed,,workflow-search,37.9,36.1,best-single-agent,1.8,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB57,MedAgents,2503.07459,2026,MMLU-Pro-hard,GPT-4o,S6_closed,,role+synthesis,37.7,39.7,best-single-agent,-2.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB58,MDAgents,2503.07459,2026,MMLU-Pro-hard,GPT-4o,S6_closed,3,adaptive-collaboration,39.7,39.7,best-single-agent,0.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB59,SPO,2503.07459,2026,MMLU-Pro-hard,GPT-4o,S6_closed,,prompt-optimization,36.7,39.7,best-single-agent,-3.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB60,AFlow,2503.07459,2026,MMLU-Pro-hard,GPT-4o,S6_closed,,workflow-search,36.0,39.7,best-single-agent,-3.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT-SC; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB61,MedAgents,2503.07459,2026,MedExQA-hard,GPT-4o,S6_closed,,role+synthesis,20.3,21.0,best-single-agent,-0.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB62,MDAgents,2503.07459,2026,MedExQA-hard,GPT-4o,S6_closed,3,adaptive-collaboration,21.3,21.0,best-single-agent,0.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB63,SPO,2503.07459,2026,MedExQA-hard,GPT-4o,S6_closed,,prompt-optimization,21.0,21.0,best-single-agent,0.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB64,AFlow,2503.07459,2026,MedExQA-hard,GPT-4o,S6_closed,,workflow-search,23.0,21.0,best-single-agent,2.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB65,MedAgents,2503.07459,2026,MedXpert-R-hard,GPT-4o,S6_closed,,role+synthesis,13.0,16.7,best-single-agent,-3.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB66,MDAgents,2503.07459,2026,MedXpert-R-hard,GPT-4o,S6_closed,3,adaptive-collaboration,10.9,16.7,best-single-agent,-5.8,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB67,SPO,2503.07459,2026,MedXpert-R-hard,GPT-4o,S6_closed,,prompt-optimization,17.0,16.7,best-single-agent,0.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB68,AFlow,2503.07459,2026,MedXpert-R-hard,GPT-4o,S6_closed,,workflow-search,14.3,16.7,best-single-agent,-2.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB69,MedAgents,2503.07459,2026,MedXpert-U-hard,GPT-4o,S6_closed,,role+synthesis,12.3,16.7,best-single-agent,-4.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB70,MDAgents,2503.07459,2026,MedXpert-U-hard,GPT-4o,S6_closed,3,adaptive-collaboration,11.9,16.7,best-single-agent,-4.8,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB71,SPO,2503.07459,2026,MedXpert-U-hard,GPT-4o,S6_closed,,prompt-optimization,17.3,16.7,best-single-agent,0.6,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
