rid,src,date,tier,score,fBench,title,link,queries
AX2601.11556,arxiv,2025-12-16,T3_out,3,False,CSyMR: Benchmarking Compositional Music Information Retrieval in Symbolic Music Reasoning,https://arxiv.org/abs/2601.11556,Q07
AX2512.16381,arxiv,2025-12-18,T2_maybe,3,False,A Network Arena for Benchmarking AI Agents on Network Troubleshooting,https://arxiv.org/abs/2512.16381,Q07
AX2512.20845,arxiv,2025-12-23,T3_out,3,False,MAR:Multi-Agent Reflexion Improves Reasoning Abilities in LLMs,https://arxiv.org/abs/2512.20845,Q12
AX2512.21964,arxiv,2025-12-26,T2_maybe,3,False,Perceive and Calibrate: Analyzing and Enhancing Robustness of Medical Multi-Modal Large Language Models,https://arxiv.org/abs/2512.21964,"Q01,Q02"
AX2512.23132,arxiv,2025-12-29,T2_maybe,3,False,Multi-Agent Framework for Threat Mitigation and Resilience in AI-Based Systems,https://arxiv.org/abs/2512.23132,Q10
AX2512.23440,arxiv,2025-12-29,T3_out,3,False,ClinDEF: A Dynamic Evaluation Framework for Large Language Models in Clinical Reasoning,https://arxiv.org/abs/2512.23440,S07
AX2512.25015,arxiv,2025-12-31,T2_maybe,3,False,MAMA-Memeia! Multi-Aspect Multi-Agent Collaboration for Depressive Symptoms Identification in Memes,https://arxiv.org/abs/2512.25015,Q02
PM42764575,pubmed,2026,T2_maybe,3,False,From Answers to Agents: What Must Change Before Generative and Agentic AI Become Clinical Infrastructure in Hematology.,https://pubmed.ncbi.nlm.nih.gov/42764575/,P01
PM42763979,pubmed,2026,T2_maybe,3,False,"CReaTe-LM: A large language model for stepwise, heuristic clinical reasoning instruction.",https://pubmed.ncbi.nlm.nih.gov/42763979/,P01
PM42754176,pubmed,2026,T2_maybe,3,False,A Modular Multi-Agent Reinforcement Learning Framework Guided by LLMs: Improving Quality and Efficiency of Treatment Planning in Lung Radiotherapy.,https://pubmed.ncbi.nlm.nih.gov/42754176/,P01
PM42754174,pubmed,2026,T2_maybe,3,False,"Artificial intelligence in orbital diseases: Opportunities, challenges, and future horizons.",https://pubmed.ncbi.nlm.nih.gov/42754174/,P01
PM42753735,pubmed,2026,T2_maybe,3,False,Toward autonomous science with agentic artificial intelligence.,https://pubmed.ncbi.nlm.nih.gov/42753735/,P01
PM42753698,pubmed,2026,T2_maybe,3,False,An open benchmark and language models for AI in aging biology.,https://pubmed.ncbi.nlm.nih.gov/42753698/,P01
PM42752617,pubmed,2026,T2_maybe,3,False,A medically grounded LLM agent-based tool to detect patient safety events in medical records.,https://pubmed.ncbi.nlm.nih.gov/42752617/,P01
PM42752481,pubmed,2026,T2_maybe,3,False,Clinical Code Mapping with LLM Tool Use: A Pilot for Automated Data Extraction of Medication and Diagnosis Information from Unstructured Clinical Notes.,https://pubmed.ncbi.nlm.nih.gov/42752481/,P01
PM42751889,pubmed,2026,T2_maybe,3,False,OsteoRAG: Retrieval-augmented generation for evidence-based osteoporosis knowledge management.,https://pubmed.ncbi.nlm.nih.gov/42751889/,P01
PM42745101,pubmed,2026,T2_maybe,3,False,Prompt Injection in Clinical Artificial Intelligence Systems: The Emerging Security Challenge of Large Language Models and Agentic AI.,https://pubmed.ncbi.nlm.nih.gov/42745101/,P01
PM42742847,pubmed,2026,T2_maybe,3,False,CPS-Net (Collaborating Physicians in Silico Network): A Decentralized Multi-Agent Transformer Framework for Specialty-Aware Disease Prediction.,https://pubmed.ncbi.nlm.nih.gov/42742847/,P01
PM42742059,pubmed,2026,T2_maybe,3,False,DisPhaseDB 2.0: Improved interpretation of disease-associated variants in liquid-liquid phase separation proteins with agent-accessible querying.,https://pubmed.ncbi.nlm.nih.gov/42742059/,P01
PM42729682,pubmed,2026,T2_maybe,3,False,Development and validation of a human-supervised AI-augmented living oncology evidence platform: a breast cancer pilot study.,https://pubmed.ncbi.nlm.nih.gov/42729682/,"P01,P03"
PM42722950,pubmed,2026,T2_maybe,3,False,"Deep Learning Segmentation of Abdominal Organs Across Ultrasound, MRI, and CT: A Scoping Review of Modality-Specific Approaches and the Emerging Role of Foundation Models and LLM-Based Agents.",https://pubmed.ncbi.nlm.nih.gov/42722950/,P01
PM42718584,pubmed,2026,T2_maybe,3,False,A multi-agent GraphRAG framework for pharmacotherapy safety verification in clinical decision support systems.,https://pubmed.ncbi.nlm.nih.gov/42718584/,P01
PM42710823,pubmed,2026,T2_maybe,3,False,An automated method for constructing continuous reference intervals based on real-world data-driven approaches and forming intelligent agents.,https://pubmed.ncbi.nlm.nih.gov/42710823/,P01
PM42706094,pubmed,2026,T2_maybe,3,False,[Development of a multidisciplinary intelligent nexus for decision support in digestive malignancies and its application to comprehensive perioperative management in older patients].,https://pubmed.ncbi.nlm.nih.gov/42706094/,P01
PM42697202,pubmed,2026,T2_maybe,3,False,Transforming large language models into medical specialists via knowledge injection.,https://pubmed.ncbi.nlm.nih.gov/42697202/,P01
PM42691464,pubmed,2026,T3_out,3,False,Scaffolded AI-Supported Problem-Based Learning for Medical Interns: Exploratory Retrospectively Registered Randomized Controlled Evaluation With a Voluntary Feasibility Follow-Up.,https://pubmed.ncbi.nlm.nih.gov/42691464/,P01
PM42688813,pubmed,2026,T2_maybe,3,False,"From assistance to autonomy: AI agent systems in cardiovascular medicine-a review of paradigms, architectures, and clinical translation.",https://pubmed.ncbi.nlm.nih.gov/42688813/,P01
PM42685099,pubmed,2026,T2_maybe,3,False,From assistant to collaborator: A systematic review of the evolution of artificial intelligence in end-stage renal disease care and management.,https://pubmed.ncbi.nlm.nih.gov/42685099/,P01
PM42682183,pubmed,2026,T2_maybe,3,False,PlanningCopilot: An agentic framework integrating ESAPI modules for autonomous treatment planning in lung radiotherapy.,https://pubmed.ncbi.nlm.nih.gov/42682183/,P01
PM42682172,pubmed,2026,T2_maybe,3,False,Improving portability of knowledge-based planning using an LLM-driven plan refinement framework in lung radiotherapy.,https://pubmed.ncbi.nlm.nih.gov/42682172/,P01
PM42661056,pubmed,2026,T2_maybe,3,False,Ensuring trustworthy AI assisted guideline development for clinical practice.,https://pubmed.ncbi.nlm.nih.gov/42661056/,P01
PM42644472,pubmed,2026,T2_maybe,3,False,Interoperable Web Platform Based on Large Language Models for Medical Data Analysis: A Protocol for Clinical Decision Support.,https://pubmed.ncbi.nlm.nih.gov/42644472/,P01
PM42640119,pubmed,2026,T2_maybe,3,False,Automating cost-effectiveness models with agentic artificial intelligence: Case study and implications for value assessment.,https://pubmed.ncbi.nlm.nih.gov/42640119/,P01
PM42623484,pubmed,2026,T2_maybe,3,False,Clinical Laboratory Terminology Standardization for Semantic Interoperability Using a Large Language Model-Based Agent: Methodological Study.,https://pubmed.ncbi.nlm.nih.gov/42623484/,P01
PM42619779,pubmed,2026,T2_maybe,3,False,BioPathfinder: Evidence-guided multi-agent platform enables hypothesis discovery for CAR-T engineering.,https://pubmed.ncbi.nlm.nih.gov/42619779/,P01
PM42612553,pubmed,2026,T2_maybe,3,False,ED-triage-agent: a multi-agent framework for human-in-the-loop emergency triage.,https://pubmed.ncbi.nlm.nih.gov/42612553/,P01
PM42611794,pubmed,2026,T2_maybe,3,False,A Multidisciplinary Team-Based Large Language Model Framework for Predicting Postoperative Neurological Complications in Acute Type A Aortic Dissection: Model Development and Validation Study.,https://pubmed.ncbi.nlm.nih.gov/42611794/,P01
PM42611045,pubmed,2026,T2_maybe,3,False,"Multiagent Large Language Model Framework for Psychotherapy Fidelity Assessment in Motivational Interviewing and Cognitive Behavioral Therapy Training: Cross-Sectional, Simulation-Based Evaluation Study.",https://pubmed.ncbi.nlm.nih.gov/42611045/,"P01,P03"
PM42609245,pubmed,2026,T2_maybe,3,False,A generative AI multi-agent framework with integrated XAI governance for cancer diagnostics: from multi-omics interpretation to lifestyle risk stratification.,https://pubmed.ncbi.nlm.nih.gov/42609245/,P01
PM42594876,pubmed,2026,T2_maybe,3,False,A large language model-driven multidisciplinary AI agent system predicts delirium in emergency critically ill patients.,https://pubmed.ncbi.nlm.nih.gov/42594876/,P01
PM42594748,pubmed,2026,T2_maybe,3,False,Explainability of decoder-only clinical large language models: A scoping review.,https://pubmed.ncbi.nlm.nih.gov/42594748/,P01
PM42582763,pubmed,2026,T2_maybe,3,False,Swin-Qwen3: a three-stage vision-language framework for automated radiology report generation with multi-agent verification.,https://pubmed.ncbi.nlm.nih.gov/42582763/,P01
PM42574979,pubmed,2026,T2_maybe,3,False,"A local, privacy-oriented multi-agent LLM framework for framework-grounded manuscript editing: A proof-of-concept.",https://pubmed.ncbi.nlm.nih.gov/42574979/,P01
PM42551551,pubmed,2026,T2_maybe,3,False,Can agentic AI dent Eroom's Law? Large reasoning models across the drug discovery and development pipeline.,https://pubmed.ncbi.nlm.nih.gov/42551551/,P01
PM42552428,pubmed,2026,T2_maybe,3,False,OntoCodex: a multi-agent biomedical ontology enrichment framework.,https://pubmed.ncbi.nlm.nih.gov/42552428/,P01
PM42542374,pubmed,2026,T2_maybe,3,False,ChatGPT and Other Large Language Models in Inflammatory Arthritis: A Systematic Review Across Clinical Tasks.,https://pubmed.ncbi.nlm.nih.gov/42542374/,P01
PM42539916,pubmed,2026,T2_maybe,3,False,A primer on artificial intelligence for palliative care educators.,https://pubmed.ncbi.nlm.nih.gov/42539916/,P01
PM42533108,pubmed,2026,T2_maybe,3,False,Agentic AI for scaling diagnosis and care in neurodegenerative disease.,https://pubmed.ncbi.nlm.nih.gov/42533108/,P01
PM42531250,pubmed,2026,T2_maybe,3,False,A Multiagent Large Language Model Framework for Emergency Treatment Recommendation in Acute Ischemic Stroke: Development and Validation Study.,https://pubmed.ncbi.nlm.nih.gov/42531250/,P01
PM42528499,pubmed,2026,T2_maybe,3,False,PAUSE-Agents: A Clinician-in-the-Loop Multi-Agent AI Pipeline for ICU-to-Ward Handoff Briefs.,https://pubmed.ncbi.nlm.nih.gov/42528499/,P01
PM42527531,pubmed,2026,T2_maybe,3,False,Orchestrated multi agents sustain accuracy under clinical-scale workloads compared to a single agent.,https://pubmed.ncbi.nlm.nih.gov/42527531/,P01
PM42526601,pubmed,2026,T2_maybe,3,False,End-to-End Clinical Validation of a Human-Supervised Large Language Model Agent for Enterprise Surgical Pathology Reporting.,https://pubmed.ncbi.nlm.nih.gov/42526601/,P01
PM42523383,pubmed,2026,T2_maybe,3,False,EcoXAI: Autonomous Agentic Ecosystem for Explainable Artificial Intelligence and Biomedical Discovery.,https://pubmed.ncbi.nlm.nih.gov/42523383/,P01
PM42520136,pubmed,2026,T2_maybe,3,False,A Large Language Model-Driven System for Advance Care Planning Training Among Health Care Providers in the Chinese Context: Development and Technical Evaluation.,https://pubmed.ncbi.nlm.nih.gov/42520136/,P01
PM42495047,pubmed,2026,T2_maybe,3,False,HAMAgent: human assisted multiagent system for emotion recognition and digital health-a survey and preliminary study.,https://pubmed.ncbi.nlm.nih.gov/42495047/,P01
PM42485959,pubmed,2026,T2_maybe,3,False,"Safety-aware AI for NSCLC trial pre-screening: a comparative proof-of-concept study of rule-based, single-agent, and multi-agent approaches.",https://pubmed.ncbi.nlm.nih.gov/42485959/,P01
PM42481660,pubmed,2026,T2_maybe,3,False,Multi-camera vision-based structural health monitoring of historic masonry minarets with LLM/VLM-assisted damage interpretation.,https://pubmed.ncbi.nlm.nih.gov/42481660/,P01
PM42479623,pubmed,2026,T2_maybe,3,False,Enhancing Psychiatry Training Using an Agentic AI Simulated Consultation Tool: Prospective Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/42479623/,P01
PM42478489,pubmed,2026,T2_maybe,3,False,Generative AI in the Care of Older Adults: A Position Statement From the American Geriatrics Society.,https://pubmed.ncbi.nlm.nih.gov/42478489/,P01
PM42477462,pubmed,2026,T2_maybe,3,False,A knowledge-enhanced domain-aware large language model agent for atrial fibrillation management.,https://pubmed.ncbi.nlm.nih.gov/42477462/,P01
PM42477060,pubmed,2026,T2_maybe,3,False,Generating guideline-concordant and safe recommendations for diabetic kidney disease management via a hierarchical retrieval-augmented large language model.,https://pubmed.ncbi.nlm.nih.gov/42477060/,P01
PM42457975,pubmed,2026,T2_maybe,3,False,Interpretable agentic AI system with localized reasoning for radiology.,https://pubmed.ncbi.nlm.nih.gov/42457975/,P01
PM42445450,pubmed,2026,T2_maybe,3,False,SPARROW: subtyping Parkinson's disease with agentic reasoning and robust omics workflow.,https://pubmed.ncbi.nlm.nih.gov/42445450/,P01
PM42440357,pubmed,2026,T2_maybe,3,False,"AI Agents Are Coming: 5-Stage Taxonomy of Language-Based AI Systems for Psychiatry, Psychotherapy, and Counseling.",https://pubmed.ncbi.nlm.nih.gov/42440357/,P01
PM42440352,pubmed,2026,T2_maybe,3,False,"A Controlled Comparison of Human and AI-Assisted Automated Revision of Delphi Statements on RNA-Based Medicines: Parallel, 2-Arm Study.",https://pubmed.ncbi.nlm.nih.gov/42440352/,P01
PM42440194,pubmed,2026,T2_maybe,3,False,JADE-Plus: A Multimodal Agentic Retrieval-Augmented Generation Large Language Framework for Diagnostic Support in Jawbone Lesions: Development and Technical Validation Study.,https://pubmed.ncbi.nlm.nih.gov/42440194/,P01
PM42437116,pubmed,2026,T2_maybe,3,False,Automated Review of Patient Records: Privacy-Preserving Large Language Models for Identifying Incident Nonarteritic Anterior Ischemic Optic Neuropathy at Scale.,https://pubmed.ncbi.nlm.nih.gov/42437116/,P01
PM42434700,pubmed,2026,T2_maybe,3,False,A Multi-Agent Framework for Real-Time Sentiment Monitoring and Predictive Analysis of Public Health Policies.,https://pubmed.ncbi.nlm.nih.gov/42434700/,P01
PM42428098,pubmed,2026,T2_maybe,3,False,RESCUE: An end-to-end multi-agent LLM system for proactive rare-disease patient screening in the EHR.,https://pubmed.ncbi.nlm.nih.gov/42428098/,P01
PM42428062,pubmed,2026,T2_maybe,3,False,PHO-Agents: A Large Language Model-Powered Multi-Agent System for Predicting Health Outcomes.,https://pubmed.ncbi.nlm.nih.gov/42428062/,P01
PM42401677,pubmed,2026,T2_maybe,3,False,"Conversational artificial intelligence for pre-procedural patient preparation: implementation, validation and patient satisfaction.",https://pubmed.ncbi.nlm.nih.gov/42401677/,P01
PM42398931,pubmed,2026,T2_maybe,3,False,"Artificial Intelligence-Mediated Discharge Document for Accessible Health Care (AIM-HEALTH): Protocol for a Prospective, Observational, Noninterventional Study.",https://pubmed.ncbi.nlm.nih.gov/42398931/,P01
PM42394036,pubmed,2026,T2_maybe,3,False,From Idea to Data: An Agentic Architecture for the Clinical Trial Life Cycle.,https://pubmed.ncbi.nlm.nih.gov/42394036/,P01
PM42369494,pubmed,2026,T2_maybe,3,False,GLLaucoMed: A Secure LLM-Powered Agentic Workflow for Automated Medication Extraction from Free-Text Glaucoma Clinical Notes.,https://pubmed.ncbi.nlm.nih.gov/42369494/,P01
PM42369474,pubmed,2026,T2_maybe,3,False,Hard to Halt: Automation Bias in Agent-Driven Sequencing Prior Authorization Workflows.,https://pubmed.ncbi.nlm.nih.gov/42369474/,P01
PM42364078,pubmed,2026,T2_maybe,3,False,Orchestrator multi-agent clinical decision support system for secondary headache diagnosis in primary care.,https://pubmed.ncbi.nlm.nih.gov/42364078/,P01
PM42358410,pubmed,2026,T2_maybe,3,False,Generative Artificial Intelligence and Large Language Models in Clinical Oncology.,https://pubmed.ncbi.nlm.nih.gov/42358410/,P01
PM42351930,pubmed,2026,T2_maybe,3,False,"An Agentic LLM Framework for Autonomous Surgical Continuum Monitoring: ReAct-Driven Tool-Use Agents for Presurgical, Intraoperative, and Postsurgical Cardiopulmonary Care.",https://pubmed.ncbi.nlm.nih.gov/42351930/,P01
PM42340760,pubmed,2026,T2_maybe,3,False,Preclinical Dialogue Simulation: Evaluating Response Accessibility in Conversational Artificial Intelligence for Aphasia Therapy.,https://pubmed.ncbi.nlm.nih.gov/42340760/,P01
PM42334582,pubmed,2026,T2_maybe,3,False,[Keeping track of things: large language models for patient synopses : Source-bound system for clinical information systems].,https://pubmed.ncbi.nlm.nih.gov/42334582/,P01
PM42327254,pubmed,2026,T2_maybe,3,False,Evaluating agentic AI for biological discovery in autonomous and copilot settings.,https://pubmed.ncbi.nlm.nih.gov/42327254/,P01
PM42317861,pubmed,2026,T2_maybe,3,False,ClinNoteAgents: An LLM Multi-Agent System for Predicting and Interpreting Heart Failure 30-Day Readmission from Clinical Notes.,https://pubmed.ncbi.nlm.nih.gov/42317861/,P01
PM42317840,pubmed,2026,T2_maybe,3,False,DynamiCare: A Dynamic Multi-Agent Framework for Interactive and Open-Ended Medical Decision-Making.,https://pubmed.ncbi.nlm.nih.gov/42317840/,P01
PM42317836,pubmed,2026,T2_maybe,3,False,A Secure Sandbox Environment for Orchestrating Medical AI Agents Using Model Context Protocols and Role-Based Access Control.,https://pubmed.ncbi.nlm.nih.gov/42317836/,P01
PM42294049,pubmed,2026,T2_maybe,3,False,Blinded two-phase evaluation of large language models in complex cardiac surgery: task-specific performance and human-AI collaboration.,https://pubmed.ncbi.nlm.nih.gov/42294049/,P01
PM42292930,pubmed,2026,T2_maybe,3,False,Viral Sentry AI-Automated zoonotic surveillance and drug repurposing agent.,https://pubmed.ncbi.nlm.nih.gov/42292930/,P01
PM42282198,pubmed,2026,T2_maybe,3,False,Don't stop the heart: a performance analysis of large language models and potassium dosing.,https://pubmed.ncbi.nlm.nih.gov/42282198/,P01
PM42268760,pubmed,2026,T2_maybe,3,False,An Efficient and Reliable Agent-Based System for Clinical Data Governance.,https://pubmed.ncbi.nlm.nih.gov/42268760/,P01
PM42259903,pubmed,2026,T2_maybe,3,False,From raw audio to structure: an agent-based pipeline that boosts medical LLM performance.,https://pubmed.ncbi.nlm.nih.gov/42259903/,P01
PM42254078,pubmed,2026,T2_maybe,3,False,Use of AI agents to assess preoperative frailty in cancer patients.,https://pubmed.ncbi.nlm.nih.gov/42254078/,P01
PM42248877,pubmed,2026,T2_maybe,3,False,Optimizing genomics-aware clinical agents in precision oncology.,https://pubmed.ncbi.nlm.nih.gov/42248877/,P01
PM42245913,pubmed,2026,T2_maybe,3,False,A multi-agent large language model framework to automatically assess performance of a clinical AI Triage tool.,https://pubmed.ncbi.nlm.nih.gov/42245913/,"P01,P03"
PM42241338,pubmed,2026,T2_maybe,3,False,A Large Language Model-Powered Multiagent Framework Emulating Standardized Patients in Clinical Communication Skills Training: Development and Evaluation Study.,https://pubmed.ncbi.nlm.nih.gov/42241338/,P01
PM42233761,pubmed,2026,T2_maybe,3,False,ReclAIm: A Multiagent Framework for Monitoring and Correcting Performance Decline in Medical Imaging AI.,https://pubmed.ncbi.nlm.nih.gov/42233761/,P01
PM42228755,pubmed,2026,T2_maybe,3,False,A large language model framework for sample-free population synthesis.,https://pubmed.ncbi.nlm.nih.gov/42228755/,P01
PM42213163,pubmed,2026,T2_maybe,3,False,"Multiscale predictive cellular modeling: integrating hypothesis grammars, digital twins, and multi-omics for In silico oncology and precision theranostics.",https://pubmed.ncbi.nlm.nih.gov/42213163/,P01
PM42200993,pubmed,2026,T2_maybe,3,False,"Responsible AI for Personalized Patient Education and Engagement Across Medical Conditions: Leveraging Multi-Agent LLMs, Ambient Technology, and NotebookLM-A Case Study in Diabetes Education and Limb Preservation.",https://pubmed.ncbi.nlm.nih.gov/42200993/,P01
PM42200797,pubmed,2026,T2_maybe,3,False,"Alignment of Policy, Practice, and Patient Safety for Trustworthy AI in Radiology.",https://pubmed.ncbi.nlm.nih.gov/42200797/,P01
PM42192521,pubmed,2026,T2_maybe,3,False,An exploratory study of the use of artificial intelligence-based virtual patients to enhance dentist-patient communication training.,https://pubmed.ncbi.nlm.nih.gov/42192521/,"P01,P03"
PM42192358,pubmed,2026,T2_maybe,3,False,An intention-oriented multi-agent dialogue system for patient-centered decision-making.,https://pubmed.ncbi.nlm.nih.gov/42192358/,P01
PM42190268,pubmed,2026,T2_maybe,3,False,Emerging applications of traditional and generative artificial intelligence in liver transplantation.,https://pubmed.ncbi.nlm.nih.gov/42190268/,P01
PM42174998,pubmed,2026,T2_maybe,3,False,Automated Symptom Identification from Clinical Interview Transcripts in Diagnosed Schizophrenia: A Multi-Agent LLM Framework.,https://pubmed.ncbi.nlm.nih.gov/42174998/,P01
PM42174884,pubmed,2026,T2_maybe,3,False,Federated Multi-Agent Architecture for Harmonizing Public Health Datasets into OMOP and FHIR Standards.,https://pubmed.ncbi.nlm.nih.gov/42174884/,P01
PM42174868,pubmed,2026,T2_maybe,3,False,Knowledge-Based Interpretation of Multi-Modal Clinical Findings: Evaluating a Local Agentic Bridge Between Worlds.,https://pubmed.ncbi.nlm.nih.gov/42174868/,P01
PM42167217,pubmed,2026,T2_maybe,3,False,MARRVEL-MCP: An agentic interface for Mendelian disease discovery via tool-augmented context engineering.,https://pubmed.ncbi.nlm.nih.gov/42167217/,P01
PM42158433,pubmed,2026,T2_maybe,3,False,Precision oncology: from large language models to multi-agent systems.,https://pubmed.ncbi.nlm.nih.gov/42158433/,P01
PM42138794,pubmed,2026,T2_maybe,3,False,EchoAgent: guideline-centric reasoning agent for echocardiography measurement and interpretation.,https://pubmed.ncbi.nlm.nih.gov/42138794/,P01
PM42126692,pubmed,2026,T2_maybe,3,False,When Chatbots Become Agents: The Next Phase of Healthcare AI.,https://pubmed.ncbi.nlm.nih.gov/42126692/,P01
PM42125632,pubmed,2026,T2_maybe,3,False,ReflectOR: an LLM-based Agent for Post-Operative Surgical Debriefing.,https://pubmed.ncbi.nlm.nih.gov/42125632/,P01
PM42114223,pubmed,2026,T2_maybe,3,False,Development and application of an artificial intelligence agent-based case teaching model for health assessment: A quasi-experimental study.,https://pubmed.ncbi.nlm.nih.gov/42114223/,P01
PM42112697,pubmed,2026,T2_maybe,3,False,Glass-box agentic-style workflow for multiclass cine cardiac magnetic resonance imaging classification with a large language model.,https://pubmed.ncbi.nlm.nih.gov/42112697/,P01
PM42108632,pubmed,2026,T2_maybe,3,False,"Computational paradigms for antimicrobial resistance prediction: integrating multi-omics, structural modeling, and foundation artificial intelligence systems.",https://pubmed.ncbi.nlm.nih.gov/42108632/,P01
PM42104391,pubmed,2026,T2_maybe,3,False,Agentic GPT-5.0 system outperforms standard large language models and human experts in critical care clinical decision-making: a simulation study.,https://pubmed.ncbi.nlm.nih.gov/42104391/,"P01,P03"
PM42101844,pubmed,2026,T2_maybe,3,False,Physician-Reported Safety Outcomes of AI-Generated Hospital Course Summaries.,https://pubmed.ncbi.nlm.nih.gov/42101844/,P01
PM42089001,pubmed,2026,T2_maybe,3,False,Large Language Models for Diagnosis and Prognosis of Chronic Liver Diseases: A Systematic Review.,https://pubmed.ncbi.nlm.nih.gov/42089001/,P01
PM42061228,pubmed,2026,T2_maybe,3,False,Backcasting the Trust Gap: A Strategic Road Map for Clinician Adoption of AI Diagnostics by 2040.,https://pubmed.ncbi.nlm.nih.gov/42061228/,P01
PM42050052,pubmed,2026,T2_maybe,3,False,A multi-agent large language model framework for intelligent vendor evaluation and risk-aware procurement decisions.,https://pubmed.ncbi.nlm.nih.gov/42050052/,P01
PM42026083,pubmed,2026,T2_maybe,3,False,DxDirector: an agentic large language model driving the full-process clinical diagnosis.,https://pubmed.ncbi.nlm.nih.gov/42026083/,P01
PM42013028,pubmed,2026,T2_maybe,3,False,"Modeling Diabetes Risk and Progression With Public Health Data: Ontology-Guided, Simulation-Capable Digital Twin Study.",https://pubmed.ncbi.nlm.nih.gov/42013028/,P01
PM42004487,pubmed,2026,T2_maybe,3,False,"Transforming oncology clinical trial matching through neuro-symbolic, multi-agent AI and an oncology-specific knowledge graph: a prospective evaluation in 3804 patients.",https://pubmed.ncbi.nlm.nih.gov/42004487/,P01
PM41986608,pubmed,2026,T2_maybe,3,False,An agentic AI system for automated pharmacogenomic recommendation generation.,https://pubmed.ncbi.nlm.nih.gov/41986608/,P01
PM41952479,pubmed,2026,T2_maybe,3,False,From non-agentic large language models to multi-agent systems in emergency medicine: a scoping review.,https://pubmed.ncbi.nlm.nih.gov/41952479/,P01
PM41935204,pubmed,2026,T2_maybe,3,False,A neural-symbolic AI agent system for biomedical concept mapping.,https://pubmed.ncbi.nlm.nih.gov/41935204/,P01
PM41930309,pubmed,2026,T2_maybe,3,False,How to bring generative AI to oncology practice.,https://pubmed.ncbi.nlm.nih.gov/41930309/,P01
PM41929304,pubmed,2026,T3_out,3,False,Diagnostic Accuracy of Large Language Models for Rare Diseases: A Systematic Review and Meta-Analysis.,https://pubmed.ncbi.nlm.nih.gov/41929304/,P01
PM41924178,pubmed,2026,T2_maybe,3,False,Promises and challenges of applying large language models in the healthcare domain.,https://pubmed.ncbi.nlm.nih.gov/41924178/,P01
PM41905369,pubmed,2026,T2_maybe,3,False,Agentic AI in rheumatology.,https://pubmed.ncbi.nlm.nih.gov/41905369/,P01
PM41905130,pubmed,2026,T2_maybe,3,False,Secure and accessible AI in nursing education: A modular agentic chatbot framework comparing ChatGPT-4o with an open-source LLM for chronic wound care.,https://pubmed.ncbi.nlm.nih.gov/41905130/,P01
PM41882314,pubmed,2026,T2_maybe,3,False,WiseMind: a knowledge-guided multi-agent framework for accurate and empathetic psychiatric diagnosis.,https://pubmed.ncbi.nlm.nih.gov/41882314/,P01
PM41867215,pubmed,2026,T2_maybe,3,False,An agentic AI system enhances clinical detection of immunotherapy toxicities: a multi-phase validation study.,https://pubmed.ncbi.nlm.nih.gov/41867215/,P01
PM41851670,pubmed,2026,T2_maybe,3,False,DispatchMAS: fusing taxonomy and artificial intelligence agents for emergency medical services.,https://pubmed.ncbi.nlm.nih.gov/41851670/,P01
PM41839979,pubmed,2026,T2_maybe,3,False,UltraReporter for transforming spoken diagnostic cues into structured ultrasound reports with large language models.,https://pubmed.ncbi.nlm.nih.gov/41839979/,P01
PM41826786,pubmed,2026,T2_maybe,3,False,DILIConsult: A Multi-Agent Large Language Model Framework for Evaluating Drug-Induced Liver Injury in ICU Settings.,https://pubmed.ncbi.nlm.nih.gov/41826786/,"P01,P03"
PM41758156,pubmed,2026,T2_maybe,3,False,Asking the Right Questions: Benchmarking Large Language Models in the Development of Clinical Consultation Templates.,https://pubmed.ncbi.nlm.nih.gov/41758156/,P01
PM41756715,pubmed,2026,T2_maybe,3,False,Agent-based large language model system for extracting structured data from breast cancer synoptic reports: a dual-validation study.,https://pubmed.ncbi.nlm.nih.gov/41756715/,P01
PM41756452,pubmed,2026,T2_maybe,3,False,When Agentic LLMs Trust Poisoned Tools: Vulnerability of Clinical LLMs to Adversarial Guidelines.,https://pubmed.ncbi.nlm.nih.gov/41756452/,P01
PM41756438,pubmed,2026,T2_maybe,3,False,Large Language Models in Infectious Diseases: A Systemic Review.,https://pubmed.ncbi.nlm.nih.gov/41756438/,P01
PM41744227,pubmed,2026,T2_maybe,3,False,Artificial intelligence-powered prediction of diabetic complications: from clinical data to molecular omics.,https://pubmed.ncbi.nlm.nih.gov/41744227/,P01
PM41735601,pubmed,2026,T2_maybe,3,False,From reviews to real-time: dynamic evidence in dentistry.,https://pubmed.ncbi.nlm.nih.gov/41735601/,P01
PM41728281,pubmed,2026,T2_maybe,3,False,An LLM-assisted framework for accelerated and verifiable clinical hypothesis testing from electronic health records.,https://pubmed.ncbi.nlm.nih.gov/41728281/,P01
PM41686817,pubmed,2026,T2_maybe,3,False,MetaMind: A multi-agent transformer-driven framework for automated network meta-analyses.,https://pubmed.ncbi.nlm.nih.gov/41686817/,P01
PM41674617,pubmed,2026,T2_maybe,3,False,Socially Grounded Exemplars Improve Synthetic Conversations for Health-Related Social Needs Navigation.,https://pubmed.ncbi.nlm.nih.gov/41674617/,P01
PM41658406,pubmed,2026,T2_maybe,3,False,Assessing the User Experience of an LLM-Based Conversational Assistant in Diabetes Mellitus Care.,https://pubmed.ncbi.nlm.nih.gov/41658406/,P01
